NM_SETOR_TEMA;NR_ANO;NM_TECNOLOGIAS;NM_TEC_RESUM;DS_DIFUSAO_TECNOLOGICA_5ANOS;NR_DIFUSAO_TECNOLOGICA_5ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_5ANOS_FIM;DS_DIFUSAO_TECNOLOGICA_10ANOS;NR_DIFUSAO_TECNOLOGICA_10ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_10ANOS_FIM;DS_DIFUSAO_TECNOLOGICA_15ANOS;NR_DIFUSAO_TECNOLOGICA_15ANOS_INICIO;NR_DIFUSAO_TECNOLOGICA_15ANOS_FIM;NM_FT_ORGANIZACIONAL;DS_FT_ORGANIZACIONAL;DS_EMP_IMPACTADAS_5ANOS;PC_EMP_IMPACTADAS_5ANOS;DS_EMP_IMPACTADAS_10ANOS;PC_EMP_IMPACTADAS_10ANOS;NM_NV_OCUP;DS_NV_OCUP;DS_DEMANDA_EMP_5ANOS;NR_DEMANDA_EMP_5ANOS;DS_DEMANDA_EMP_10ANOS;NR_DEMANDA_EMP_10ANOS;NM_CONHEC_NV_OCUP;NM_HAB_NV_OCUP;NM_OCUP;NM_ATIV;NM_NOVAS_ATIV;NM_CONHEC;NM_CONHEC_DETALHADOS;NM_NV_CONHEC;NM_HABIL;NM_NV_HABIL;NM_CAPAC;NM_NV_CAPAC;NM_OUTRAS_OCUP;NM_ESTILOS_TRABALHO;CD_CNAE20_DIV;CD_CNAE20_GRUPO;CD_CNAE20_CLASSE;CD_CNAE23_SUBCLASSE
Logística;2020;Implantação, pelas empresas de logística, do conceito de Entrega antecipada;Entrega antecipada;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas na:;Existência de projetos e ações que permitam o comprometimento e o empowerment dos colaboradores.;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Controlador e Programador da Produção;Apoiar a área comercial, na antecipação de demandas e entregas;;;;Marketing de serviços, negociação e gestão de serviços.;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de metas financeiras e não financeiras:;Claras e transparentes com a participação dos funcionários envolvidos;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Controlador e Programador da Produção;Analisar a previsão de vendas baseado em inteligência artificial.;;;;WMS e sistemas afins de gerenciamento de armazém / estoques;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de metas financeiras e não financeiras:;Factíveis e alinhadas com a estratégia corporativa;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Controlador e Programador da Produção;Elaborar de plano de produção custo vs demanda.;;;;Administração de custos e financeira;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de indicadores de desempenho estabelecidos de forma:;clara e transparente com a participação dos funcionários envolvidos;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Controlador e Programador da Produção;Monitorar custos de produção com base em estratégias competitivas.;;;;Logística reversa/verde, economia circular e gestão ambiental.;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de indicadores de desempenho com:;foco equilibrado entre o desempenho financeiro e não financeiro;Até 10%;10;11 a 30%;30;;;;0;;0;;;Controlador e Programador da Produção;;;;;Procedimentos e rotinas administrativas, fluxo de processo e atividades.;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e programas de responsabilidade empresarial que:;Assegurem aos trabalhadores uma remuneração que garanta um nível de vida adequado a eles e a suas famílias;Nenhuma empresa da cadeia produtiva irá implementar;0;Nenhuma empresa da cadeia produtiva irá implementar;0;;;;0;;0;;;Operador de Logística Portuária;Utilizar o software específico para análise de dados não estruturados.;;;;Programação e reprogramação do fluxo produtivo;;Operação e controle;;Velocidade de organização e resposta;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de indicadores de desempenho que são:;Disseminados para os funcionários de todos os níveis da empresa;Até 10%;10;11 a 30%;30;;;;0;;0;;;Operador de Logística Portuária;Operar veículos aéreos não tripulados.;;Administração e Gestão;;Modelagem e Simulação Computacional;;Instrução;;Raciocínio indutivo;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de indicadores de desempenho que são:;Utilizados para novas ações estratégicas, táticas ou  operacionais;Até 10%;10;11 a 30%;30;;;;0;;0;;;Operador de Logística Portuária;Realizar operações integradas na modalidade 5PL;;Engenharia e Tecnologias;;Machine Learning;;Gestão do tempo;;Ordenação de informações;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e programas de responsabilidade empresarial que:;Permitam a contratação, capacitação e promoção grupos vulneráveis visando promover a igualdade de oportunidades;Até 10%;10;11 a 30%;30;;;;0;;0;;;Operador de Logística Portuária;Utilizar o software específico para operações automatizadas em movimentação e armazenagem;;Administrativos;;Automação e Robotização;;Seleção de equipamentos;;Criatividade;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e programas de responsabilidade empresarial que:;Minimizem os riscos à saúde e segurança do consumidor ou cliente de seus produtos e serviços;Até 10%;10;11 a 30%;30;;;;0;;0;;;Operador de Logística Portuária;Estruturar e operar sistema de funcionamento de terminais portuários e retroportuários utilizando Hardwares de Realidade Aumentada e Wearables.;;;;Sistemas de Cibersegurança;;Monitoramento de operações;;Multitarefa;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;Estabelecimento de ações e progamas de responsabilidade empresarial que:;racionalizem e otimizem o uso de utilidades e a a reciclagem de seus produtos após o uso;Até 10%;10;11 a 30%;30;;;;0;;0;;;Operador de Logística Portuária;Operar sistema de funcionamento de terminais portuários e retroportuários utilizando Hardwares de Realidade Aumentada e Wearables.;;;;Lean Manufacturing;;Análise de operações;;Adaptabilidade / Flexibilidade;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Têxtil;2019;Adoção, pelas empresas têxteis, do conceito Just In Time no relacionamento com os forncedores.;Just in time fornecedores;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estabelecimento de indicadores de desempenho;Disseminados para os funcionários de todos os níveis da empresa;Até 10%;10;De 11 a 30%;0;;;;0;;0;;;Técnico Têxtil;Desenvolver novos produtos têxteis (fiação, tecelagem, malharia, beneficiamento);;Comunicações e Mídia;;Biologia;Coordenação;Projetos de tecnologia;;Velocidade de coordenação manual;;Autocontrole;13;;;
Têxtil;2019;Adoção, pelas empresas têxteis, do conceito Just In Time  no relacionamento com os clientes;Just in time clientes;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estabelecimento de indicadores de desempenho;Utilizados para novas ações estratégicas, táticas ou  operacionais;Até 10%;10;De 11 a 30%;0;;;;0;;0;;;Técnico Têxtil;Criar indicadores para garantir a qualidade do processo de fabricação;;Design;;Física;Solução de problemas;Análise de sistemas;;Adaptabilidade multicultural;;Adaptabilidade / Flexibilidade;13;;;
Têxtil;2019;;;;0;0;;0;0;;0;0;Estabelecimento de indicadores de desempenho;Por meio do estabelecimento de Benchmarking;Até 10%;10;De 11 a 30%;0;;;;0;;0;;;Técnico Têxtil;Monitorar os resultados obtidos a partir dos indicadores de qualidade;;Educação e _x000D_Treinamento;;Química;Gestão do tempo;Negociação;Ordenação de informações;Percepção Social;;;13;;;
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Estabelecer a intra elasticidade das logísticas;Matemática;;Teoria de filas e Eventos consecutivos;Percepção social;;;;;Cooperação;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Configurar Dashboards ou Andons específicos;Engenharia e Tecnologias;;Geometria básica e de sólidos;Matemática;;Criatividade/originalidade;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Escrever inventários cíclicos;;;Flutuações de demanda ao longo do tempo, efeito chicote, e conceitos de MURA do lean production;Pensamento crítico;;Raciocínio dedutivo;;;Inovação;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Identificar tendências tecnológicas;;;Desdobramentos de metas e paretos de causas;Gestão do tempo;;Velocidade de organização e resposta;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Analisar dados para definir prioridades;;;"Business modeling process (BMP); Fluxogramas em raias";;;Percepção de profundidade;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Interpretar CFOPs;;;Leitura e interpretação de desenhos técnicos e modelos 3D;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Aplicar a teoria de filas e eventos consecutivos;;;Embalagens padronizadas;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Interpretar a teoria de filas e eventos consecutivos;;;Sistemas de Simulações e modelagem operacional;;;;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Mapear processos;Ciência da computação;;Excel, Access e Minitab;Projetos tecnológicos;;Flexibilidade para categorização;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Unitizar materiais;Administração e Gestão;;Gestão de risco (matriz impacto vs probabilidade);Resolução de problemas complexos;;Fluência de ideias;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Operar empilhadeiras, transpaleteiras e veículos diversos de movimentação;Transportes;;Legislação tributária e aduaneira e políticas comerciais de âmbito internacional, nacional e regional;Fluência digital;;Multitarefa;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Padronizar embalagens e transportes;;;Composições com estruturas e embalagens auto amarráveis e auto travantes;Programação;;Ordenação de informações;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Logística;2020;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Técnico Especializado em Logística 4.0;;Roteirizar mesas de fretes;;;Médias, desvios padrão, probabilidades, análises gráficas, equações de correlação, CEP, DOE e análise de séries históricas.;Análise de sistemas;;Orientação a resultados;;;;49, 50, 51, 52;493, 494, 501;50114, 50122;5011401, 5012201
Automação e Mecatrônica;2017;Coleta, processamento e análise de grandes quantidades de dados (big data);Big data;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em automação industrial;Projetar Sistemas Elétricos  Automatizados;Integrar Robótica colaborativa nos Processos;Computadores, Eletrônica e automação;;Telecomunições;Resolução de problemas complexos;Aprendizagem ativa;Raciocínio abstrato;;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Dispositivos Robóticos - Robôs de montagem;Robôs montagem;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em automação industrial;Elaborar Topologia de Redes;Integrar RFID nos sistemas sensoriais de processos;Engenharia e Tecnologias;;Computadores e eletrônica;Manutenção de equipamentos;Escuta ativa;Raciocínio indutivo;;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Realidade aumentada;Realidade aumentada;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em automação industrial;Programar Sistemas de Controle(ROBOS/CLP/HMI/DRIVES/SUPERVISÓRIOS);implementar sistemas do tipo MES;Produção e Processamento;;Engenharia e tecnologias;Aprendizagem estratégica;Avaliação de sistemas;Raciocínio matemático;;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Redes Neurais;Redes neurais;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em automação industrial;Comissionar Sistemas Automatizados(Regular e executar ajustes finais de programação dos equipamentos/processo);Utilizar sistemas cibernéticos para simulação  off-line de processo automatizados;Telecomunições;;Produção e Processamento;Seleção de equipamentos;;Memorização;;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Sistemas Cognitivos;Sistemas cognitivos;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em automação industrial;Integrar Sistemas Técnológicos(SENSORES/ROBOS/DISPOSITIVOS DE CONTROLE);Integrar Sistemas de visão com robôs industriais;Legislação e Governo;;;Instalação;;Criatividade/originalidade;;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Sistemas integrado horizontal e verticalmente;Integração sistemas;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em automação industrial;Parametrizar Dispositivos Atuadores(Inversores/Drivers/soft-starter);Implementar Redes Wireless padronizadas;Construções;;;Programação;;Percepção de problemas;;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Unidades Lógicas de Controle genéricos e de segurança (certificação de SIL);Controle genérico;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em mecatrônica;Parametrizar Drives de acionamentos;Simular processos de fabricação através de  Softwares e Aplicativos;Computadores, Eletrônica e automação;;Computadores e eletrônica;Aprendizagem ativa;Avaliação de sistemas;Raciocínio dedutivo;Criatividade;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Protocolos de Comunicação genéricos e sistemas de segurança;Protocolos comunicação;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em mecatrônica;Programar CLPs;Analisar  grandes quantidades de dados;Administração e Gestão;;Design;Coordenação;Orientação a serviços;Fluência de ideias;Multitarefa;;;26, 27, 28;;;
Automação e Mecatrônica;2017;Redes de campo;Redes campo;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em mecatrônica;Modelar  dispositivos com ferramentas CAD/CAE;Programar em linguagens de alto nível;Design;;;Pensamento crítico;Negociação;Velocidade de organização e resposta;Imaginação;;;26, 27, 28;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, de sistemas fotovoltaicos de geração de energia nos canteiros de obra;Fotovoltaicos construção;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;Estratégias de Produção baseadas na:;Produção em massa com diferenciação;Até 10%;10;11 a 30%;30;;;;0;;0;;;Eletricista instalador residencial;Interpretar projetos.;Instalar componentes elétricos para automação residencial.;Construções;;;Matemática;;Ordenação de informações;;;;41, 42, 43;;;
Construção Civil;2018;Uso, pelas empresas de construção civil, da tecnologia de realidade aumentada para auxílio ao processo construtivo;Realidade aumentada construção;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;Estratégias de Produção baseadas na:;Customização em massa;;0;;0;;;;0;;0;;;Eletricista instalador residencial;Lançar cabos.;Instalar sistemas de energia fotovoltaica.;Administração e Gestão;;;Compreensão de leitura;;Raciocínio matemático;;;;41, 42, 43;;;
Eletroeletrônico;2019;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em eletrônica industrial;Integrar sistemas de automação utilizando redes industriais;Integrar sistemas com robôs colaborativos;Engenharia e Tecnologias;;Ciência de dados;Programação;;;;;Iniciativa;26;;;
Eletroeletrônico;2019;Uso, pelas empresas de eletroeletrônica, da tecnologias de realidade virtual para treinamento e segurança no trabalho;Realidade virtual treinamento;Até 10% do mercado;0;10;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;;;0;;0;;;;0;;0;;;Tecnólogo em eletrônica industrial;Programar dispositivos eletrônicos (CLP, IHM, MCU, PLD);Desenvolver sistemas de segurança cibernética (Cyber Security) para sistemas industriais;Administração e Gestão;;Ciências da Computação;Aprendizagem ativa;Aprendizagem ativa;;Inovação;;Integridade;26;;;
Eletroeletrônico;2019;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em eletrônica industrial;Realizar a manutenção de placas de circuitos eletrônicos;Implementar sistemas de segurança cibernética (Cyber Security) para sistemas industriais;Computadores, Eletrônica e automação;;Computadores e eletrônica;Pensamento crítico;Fluência digital;;Percepção Social;;Adaptabilidade / Flexibilidade;26;;;
Eletroeletrônico;2019;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em eletrônica industrial;Especificar equipamentos e dispositivos eletrônicos aplicados na indústria;Desenvolver sistemas com inteligência artificial aplicados na indústria;Design;;Ciência da computação;Comunicação;Programação (Algoritmo);;Adaptabilidade multicultural;;Liderança;26;;;
Eletroeletrônico;2019;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em eletrônica industrial;Instalar equipamentos e dispositivos eletrônicos aplicados na indústria;Integrar sistemas com recursos de Cloud Computing;Legislação e Governo;;Computadores e eletrônica (Pensamento computacional);Resolução de problemas complexos;;;;;Autocontrole;26;;;
Eletroeletrônico;2019;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em eletrônica industrial;Projetar circuitos eletrônicos;Desenvolver sistemas ciber físicos aplicados na indústria;Matemática;;Fabricação digital;Avaliação de sistemas;;Criatividade/originalidade;;;;26;;;
Eletroeletrônico;2019;;;;0;0;;0;0;;0;0;;;;0;;0;;;;0;;0;;;Tecnólogo em eletrônica industrial;Realizar a gestão das equipes de manutenção (preditiva, preventiva e corretiva);Elaborar algoritmos e programas aplicando conceitos de inteligência Artificial. (machine learning, data mining e analitics.;Mecânica;;Meio ambiente;Gestão do tempo;;Percepção de problemas;;;;26;;;
Eletroeletrônico;2019;"Implantação, pelas empresas de eletroeletrônica, da NR12 (ISO12100; ANBTNBR 14153;14121-2; ISO 13849)";NR12;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;51 a 70% do mercado;51;70;Estabelecimento de metas financeiras e não financeiras;Claras e transparentes com a participação dos funcionários envolvidos;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Técnico em eletrônica;Elaborar e validar projetos de acordo com o escopo;Integrar protocolos de comunicação;Engenharia e Tecnologias;;Meio ambiente;Programação;Análise de sistemas;;Iniciativa;;Autocontrole;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, de ferramentas para gestão de projetos (ex. metodologia PMBOK e SCRUM);Gestão de projetos;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;11 a 30% do mercado;11;30;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Existência de projetos e ações que permitam o comprometimento e o empowerment dos colaboradores.;Até 10%;10;11 a 30%;30;;;;0;;0;;;Técnico em eletrônica;Testar componentes;Definir tecnologias sem fio (RF).;Computadores, Eletrônica e automação;;Computadores e eletrônica;Aprendizagem ativa;Liderança;Raciocínio dedutivo;Atenção seletiva;;;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, de ferramentas para gestão da inovação;Gestão da inovação;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;Estratégias para atração, identificação, desenvolvimento e retenção de talentos baseadas no(a):;Outro (especificar);;0;;0;;;;0;;0;;;Técnico em eletrônica;Diagnosticar manutenção em equipamentos eletrônicos;Desenvolver APPs.;Matemática;;Metacognição e aprendizagem autorregulada;Pensamento crítico;Fluência digital;;Orientação a resultado;;Adaptabilidade / Flexibilidade;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, de ferramentas para a gestão da qualidade;Gestão da qualidade;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;Estabelecimento de metas financeiras e não financeiras;Facilmente mensuráveis;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Técnico em eletrônica;Realizar manutenção em equipamentos eletrônicos;Projetar antenas (RF).;Administração e Gestão;;Psicologia;Comunicação;Orientação a serviços;;Raciocínio analítico;;Atenção aos detalhes;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, de processos de certificação de produtos (INMETRO);Certificação produtos;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;51 a 70% do mercado;51;70;Estabelecimento de indicadores de desempenho;Disseminados para os funcionários de todos os níveis da empresa;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Técnico em eletrotécnica;Realizar projetos de sistemas elétricos;Gerir sistemas de eficiência energética;Computadores, Eletrônica e automação;;Ciência da computação;Aprendizagem ativa;Fluência digital;Raciocínio dedutivo;Adaptabilidade/Flexibilidade;;;26;;;
Eletroeletrônico;2019;Implantação, pelas empresas de eletroeletrônica, de normas de produtos  (ABNT);Normas ABNT;11 a 30% do mercado;11;30;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;Estabelecimento de indicadores de desempenho;Utilizados para novas ações estratégicas, táticas ou  operacionais;11 a 30%;30;31 a 50%;50;;;;0;;0;;;Técnico em eletrotécnica;Realizar instalação de sistemas elétricos;Interpretar logicas de programação de equipamentos e de redes industriais;Legislação e Governo;;Computadores e eletrônica;Orientação a serviços;Liderança;Raciocínio indutivo;Autocontrole;;;26;;;
Energias Renováveis;2018;Uso de torres Híbridas e torres de concreto;Torres híbridas;51 a 70% do mercado;51;70;51 a 70% do mercado;51;70;;0;0;;;;0;;0;;;;0;;0;;;Instalador de sistemas de aquecimento solar de pequeno porte;Diagnosticar falhas, propondo soluções e reparos;Assegurar a certificação PBE/INMETRO de produtos por meio de inspeção;Construções;;Computadores e eletrônica;Análise de sistemas;Monitoramento de operações (Sistemas PVT´s);Flexibilidade para categorização;;;;35;;;
Energias Renováveis;2018;Implantação das normas ABNT/ IEC 61400 e outras associadas a novos  processos, equipamentos e procedimentos;Normas ABNT/IEC 61400;51 a 70% do mercado;51;70;51 a 70% do mercado;51;70;;0;0;;;;0;;0;;;;0;;0;;;Instalador de sistemas fotovoltaicos;Comissionar sistemas fotovoltaicos e orientar o operador/proprietário.;Desenvolver técnicas de vendas e pós-venda de sistemas fotovoltaicos de diversos portes;Computadores, Eletrônica e automação;;Serviços;Análise de controle de qualidade;Aprendizagem Estratégica;Atenção seletiva;Criatividade;;;35;;;
Energias Renováveis;2018;Uso de tecnologias para purificação de silício para produção de células fotovoltaicas;Purificação silício;Não ocorrerá difusão;0;0;Até 10% do mercado;0;10;;0;0;;;;0;;0;;;;0;;0;;;Instalador de sistemas fotovoltaicos;Dimensionar sistemas fotovoltaicos.;Propor soluções customizadas com base nos novos modelos de negócio: gestão energética;Construções;;;Análise de operações;Coordenação;Compreensão oral;Força estática;;;35;;;
Energias Renováveis;2018;Uso de células fotovoltaicas;Células fotovoltaicas;Até 10% do mercado;0;10;11 a 30% do mercado;11;30;;0;0;;;;0;;0;;;;0;;0;;;Instalador de sistemas fotovoltaicos;Instalar o sistema fotovoltaico, inclusive configurando.;Realizar ações de intensificação das relações com os clientes;Física;;;Gestão do tempo;Instrução;Destreza manual;Multitarefa;;;35;;;
Energias Renováveis;2018;Uso de células fotovoltaicas de silício cristalino;Células silício cristalino;Não ocorrerá difusão;0;0;Até 10% do mercado;0;10;;0;0;;;;0;;0;;;;0;;0;;;Instalador de sistemas fotovoltaicos;Operar sistema solar fotovoltaico.;Realizar suporte técnico ao cliente;Língua Portuguesa;;;Instalação;Orientação a serviços;Equilíbrio corporal;Orientação espacial;;;35;;;
Energias Renováveis;2018;Uso de tintas especiais em equipamentos elétricos e mecânicos on-shore para a proteção atmosférica;Tintas especiais;51 a 70% do mercado;51;70;51 a 70% do mercado;51;70;;0;0;;;;0;;0;;;;0;;0;;;Instalador de sistemas de aquecimento solar de pequeno porte;Dimensionar o volume e a área coletora e periféricos do SAS de pequeno porte;Instalar sistemas PVT´s;Design;;;Compreensão de leitura;;Expressão oral;;;;35;;;
Energias Renováveis;2018;Uso de softwares para dimensionamento e simulação de sistema fotovoltaico;Softwares simulação fotovoltaica;31 a 50% do mercado;31;50;51 a 70% do mercado;51;70;;0;0;;;;0;;0;;;;0;;0;;;Técnico em energias renováveis;Comissionar sistemas de energias renováveis, parametrizando e realizando testes.;Participar do desenvolvimento de pesquisas de novas tecnologias, levantando de dados in loco;Administração e Gestão;;Educação e Treinamento;Compreensão de leitura;Monitoramento de operações;Atenção seletiva;;;;35;;;
Energias Renováveis;2018;Uso de concentradores solares (média temperatura de 150 a 400°C);Concentradores solares;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;;;;0;;0;;;;0;;0;;;Técnico em sistemas fotovoltaicos;Comissionar sistemas fotovoltaicos e orientar o operador/proprietário.;Desenvolver técnicas de vendas e pós-venda de sistemas fotovoltaicos de diversos portes;Administração e Gestão;;Medicina e odontologia;Análise de controle de qualidade;Aprendizagem Estratégica;Atenção seletiva;Clareza de expressão;;;35;;;
Energias Renováveis;2018;Uso de tecnologia para aquecimento de água de pequeno porte (até 1500L) para fins sanitários(com e sem bombeamento) e para piscinas residenciais sem backup;Aquecimento água pequeno porte;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;;;;0;;0;;;;0;;0;;;Técnico em sistemas fotovoltaicos;Dimensionar sistemas fotovoltaicos.;Propor soluções customizadas com base nos novos modelos de negócio: gestão energética;Computadores, Eletrônica e automação;;Pessoal e recursos humanos;Análise de operações;Instrução;Compreensão oral;Criatividade;;;35;;;
Energias Renováveis;2018;Uso de tecnologias par aquecimento de água de médio e grande porte acima de 1500L;Aquecimento água grande porte;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;;;;0;;0;;;;0;;0;;;Técnico em sistemas fotovoltaicos;Instalar o sistema fotovoltaico, inclusive configurando.;Realizar ações de intensificação das relações com os clientes;Construções;;;Coordenação;Orientação a serviços;Destreza manual;Multitarefa;;;35;;;
Energias Renováveis;2018;Uso de acumuladores de energia;Acumuladores energia;Até 10% do mercado;0;10;Até 10% do mercado;0;10;;0;0;;;;0;;0;;;;0;;0;;;Técnico em sistemas fotovoltaicos;Operar sistema solar fotovoltaico.;Realizar suporte técnico ao cliente;Engenharia e Tecnologias;;;Instalação;Persuasão;Equilíbrio corporal;;;;35;;;
